timestamp,region,source,mw
2025-04-01 15:00:00+00:00,North,Wind,7.75745992086852
2025-04-01 16:00:00+00:00,West,Wind,14.386084322765106
2025-04-01 16:00:00+00:00,North,Wind,7.90335535633419
2025-04-01 16:00:00+00:00,West,Solar,4.942461696973458
2025-04-01 16:00:00+00:00,North,Solar,6.222748881586564
2025-04-01 17:00:00+00:00,North,Wind,12.147999698387112
2025-04-01 17:00:00+00:00,North,Solar,8.493848620288144
2025-04-01 17:00:00+00:00,West,Solar,4.92311472161623
2025-04-01 17:00:00+00:00,West,Wind,11.859019992842812
2025-04-01 18:00:00+00:00,North,Wind,15.365724554387725
2025-04-01 18:00:00+00:00,West,Wind,8.251585790477344
2025-04-01 18:00:00+00:00,West,Solar,7.182304153988524
2025-04-01 18:00:00+00:00,North,Solar,5.287424067679383
2025-04-01 19:00:00+00:00,North,Wind,14.878550753945346
2025-04-01 19:00:00+00:00,North,Solar,4.779416466596429
2025-04-01 19:00:00+00:00,West,Solar,5.708829755279195
2025-04-01 19:00:00+00:00,West,Wind,8.565394208823278
2025-04-01 20:00:00+00:00,West,Solar,6.236190349983665
2025-04-01 20:00:00+00:00,North,Wind,14.585733211232922
2025-04-01 20:00:00+00:00,West,Wind,14.9779166940478
2025-04-01 20:00:00+00:00,North,Solar,4.62897481493412
2025-04-01 21:00:00+00:00,West,Solar,5.429249776279229
2025-04-01 21:00:00+00:00,North,Wind,15.283098017318197
2025-04-01 21:00:00+00:00,West,Wind,13.863218697421956
2025-04-01 21:00:00+00:00,North,Solar,4.268653762759549
2025-04-01 22:00:00+00:00,West,Wind,15.488180458649776
2025-04-01 22:00:00+00:00,West,Solar,7.813827363630265
2025-04-01 22:00:00+00:00,North,Wind,13.226606116925506
2025-04-01 22:00:00+00:00,North,Solar,9.352287045287872
2025-04-01 23:00:00+00:00,North,Solar,3.147004484432939
2025-04-01 23:00:00+00:00,West,Solar,8.454328091884372
2025-04-01 23:00:00+00:00,West,Wind,19.051799807086223
2025-04-01 23:00:00+00:00,North,Wind,14.328789463685334
2025-04-02 00:00:00+00:00,North,Solar,7.052101774253095
2025-04-02 00:00:00+00:00,West,Solar,3.9502540894335962
2025-04-02 00:00:00+00:00,North,Wind,15.08588970817653
2025-04-02 00:00:00+00:00,West,Wind,15.62086742793017
2025-04-02 01:00:00+00:00,West,Solar,8.693418448959264
2025-04-02 01:00:00+00:00,West,Wind,15.265783624661594
2025-04-02 01:00:00+00:00,North,Solar,8.153657491956787
2025-04-02 01:00:00+00:00,North,Wind,17.07522060496986
2025-04-02 02:00:00+00:00,West,Wind,13.68381963848081
2025-04-02 02:00:00+00:00,West,Solar,12.030802798869312
2025-04-02 02:00:00+00:00,North,Wind,13.998100345360868
2025-04-02 02:00:00+00:00,North,Solar,14.706710233345868
2025-04-02 03:00:00+00:00,North,Wind,13.61734783559263
2025-04-02 03:00:00+00:00,West,Solar,19.36498657003495
2025-04-02 03:00:00+00:00,North,Solar,19.122629953846637
2025-04-02 03:00:00+00:00,West,Wind,16.875081497694623
2025-04-02 04:00:00+00:00,North,Wind,16.589341614065003
2025-04-02 04:00:00+00:00,North,Solar,23.661417849361836
2025-04-02 04:00:00+00:00,West,Wind,13.468505751141056
2025-04-02 04:00:00+00:00,West,Solar,24.327910168139656
2025-04-02 05:00:00+00:00,North,Wind,10.116581620768335
2025-04-02 05:00:00+00:00,North,Solar,23.23492412284449
2025-04-02 05:00:00+00:00,West,Wind,15.66790492155942
2025-04-02 05:00:00+00:00,West,Solar,23.883712125850636
2025-04-02 06:00:00+00:00,North,Solar,24.742508088988522
2025-04-02 06:00:00+00:00,West,Wind,13.05795735193445
2025-04-02 06:00:00+00:00,North,Wind,11.838641070602156
2025-04-02 06:00:00+00:00,West,Solar,28.62434033788978
2025-04-02 07:00:00+00:00,West,Solar,26.031332174632713
2025-04-02 07:00:00+00:00,West,Wind,9.810595223141654
2025-04-02 07:00:00+00:00,North,Wind,7.738012962263118
2025-04-02 07:00:00+00:00,North,Solar,28.02929609514779
2025-04-02 08:00:00+00:00,North,Wind,9.105506625009635
2025-04-02 08:00:00+00:00,West,Solar,21.140090427907804
2025-04-02 08:00:00+00:00,North,Solar,24.877572480049782
2025-04-02 08:00:00+00:00,West,Wind,11.201638688462747
2025-04-02 09:00:00+00:00,North,Wind,10.948609969404085
2025-04-02 09:00:00+00:00,West,Solar,19.097308123803014
2025-04-02 09:00:00+00:00,North,Solar,18.302230874110002
2025-04-02 09:00:00+00:00,West,Wind,10.374373560627935
2025-04-02 10:00:00+00:00,West,Solar,15.181361485077831
2025-04-02 10:00:00+00:00,West,Wind,12.132535043763482
2025-04-02 10:00:00+00:00,North,Wind,8.842764659444017
2025-04-02 10:00:00+00:00,North,Solar,15.285007098770814
2025-04-02 11:00:00+00:00,West,Wind,8.477926681151626
2025-04-02 11:00:00+00:00,North,Wind,10.706268396815084
2025-04-02 11:00:00+00:00,West,Solar,8.545231942244445
2025-04-02 11:00:00+00:00,North,Solar,9.584761994192126
2025-04-02 12:00:00+00:00,West,Wind,7.180351750310447
2025-04-02 12:00:00+00:00,North,Wind,8.354408956598101
2025-04-02 12:00:00+00:00,North,Solar,8.069233673283257
2025-04-02 12:00:00+00:00,West,Solar,8.27622759188868
2025-04-02 13:00:00+00:00,North,Wind,9.271847527219824
2025-04-02 13:00:00+00:00,North,Solar,6.059168911694439
2025-04-02 13:00:00+00:00,West,Solar,6.806388060597999
2025-04-02 13:00:00+00:00,West,Wind,8.871406758817294
2025-04-02 14:00:00+00:00,West,Wind,7.5128739872776045
2025-04-02 14:00:00+00:00,North,Wind,9.79065795115323
2025-04-02 14:00:00+00:00,North,Solar,6.663096312819883
2025-04-02 14:00:00+00:00,West,Solar,5.59578188877455
2025-04-02 15:00:00+00:00,North,Solar,6.7979287243048185
2025-04-02 15:00:00+00:00,North,Wind,6.915541969080854
2025-04-02 15:00:00+00:00,West,Solar,6.946813339049941
2025-04-02 15:00:00+00:00,West,Wind,8.29287616301204
2025-04-02 16:00:00+00:00,West,Solar,7.930144842235901
2025-04-02 16:00:00+00:00,North,Wind,12.830833256372022
2025-04-02 16:00:00+00:00,West,Wind,11.72005456715002
2025-04-02 16:00:00+00:00,North,Solar,6.636269760646915
2025-04-02 17:00:00+00:00,North,Solar,7.1234041167526385
2025-04-02 17:00:00+00:00,West,Solar,5.844316261172571
2025-04-02 17:00:00+00:00,North,Wind,10.322008592154683
2025-04-02 17:00:00+00:00,West,Wind,9.86578461518312
2025-04-02 18:00:00+00:00,West,Solar,6.0363604351792866
2025-04-02 18:00:00+00:00,West,Wind,14.263187822578498
2025-04-02 18:00:00+00:00,North,Wind,12.352780854241033
2025-04-02 18:00:00+00:00,North,Solar,3.3165490225199488
2025-04-02 19:00:00+00:00,North,Wind,14.462016348488607
2025-04-02 19:00:00+00:00,West,Wind,12.400410995576395
2025-04-02 19:00:00+00:00,West,Solar,9.389742462081971
2025-04-02 19:00:00+00:00,North,Solar,5.471656697875722
2025-04-02 20:00:00+00:00,West,Solar,7.712884780683739
2025-04-02 20:00:00+00:00,West,Wind,12.247650433491659
2025-04-02 20:00:00+00:00,North,Wind,13.041042503634404
2025-04-02 20:00:00+00:00,North,Solar,5.703432448581278
2025-04-02 21:00:00+00:00,West,Wind,12.270919721338258
2025-04-02 21:00:00+00:00,North,Solar,6.521431265310659
2025-04-02 21:00:00+00:00,North,Wind,16.75284649119493
2025-04-02 21:00:00+00:00,West,Solar,4.693153103773906
2025-04-02 22:00:00+00:00,North,Solar,4.027360021486946
2025-04-02 22:00:00+00:00,North,Wind,12.326179057249721
2025-04-02 22:00:00+00:00,West,Wind,14.39336710241002
2025-04-02 22:00:00+00:00,West,Solar,6.399162852801315
2025-04-02 23:00:00+00:00,West,Solar,9.370142453171773
2025-04-02 23:00:00+00:00,North,Solar,5.3667230160002175
2025-04-02 23:00:00+00:00,North,Wind,17.46772385898302
2025-04-02 23:00:00+00:00,West,Wind,16.884237554034346
2025-04-03 00:00:00+00:00,North,Wind,13.37673477711856
2025-04-03 00:00:00+00:00,West,Solar,5.6233758054701894
2025-04-03 00:00:00+00:00,North,Solar,7.556890930943106
2025-04-03 00:00:00+00:00,West,Wind,15.913783126246404
2025-04-03 01:00:00+00:00,North,Wind,16.042233194397866
2025-04-03 01:00:00+00:00,West,Wind,15.996466187699689
2025-04-03 01:00:00+00:00,North,Solar,9.62264077360914
2025-04-03 01:00:00+00:00,West,Solar,8.829934515795488
2025-04-03 02:00:00+00:00,West,Solar,15.91334685834651
2025-04-03 02:00:00+00:00,North,Solar,15.595211840871837
2025-04-03 02:00:00+00:00,North,Wind,18.248962631839323
2025-04-03 02:00:00+00:00,West,Wind,14.351478820625914
2025-04-03 03:00:00+00:00,West,Solar,18.035683188848914
2025-04-03 03:00:00+00:00,North,Solar,18.012805352054695
2025-04-03 03:00:00+00:00,North,Wind,13.657244788057513
2025-04-03 03:00:00+00:00,West,Wind,14.098319962735223
2025-04-03 04:00:00+00:00,North,Wind,12.612072381705527
2025-04-03 04:00:00+00:00,West,Solar,21.24489286146087
2025-04-03 04:00:00+00:00,West,Wind,12.858275843640333
2025-04-03 04:00:00+00:00,North,Solar,23.919773453848833
2025-04-03 05:00:00+00:00,West,Solar,23.914487812051284
2025-04-03 05:00:00+00:00,North,Solar,27.33297258305269
2025-04-03 05:00:00+00:00,North,Wind,14.900669926440301
2025-04-03 05:00:00+00:00,West,Wind,14.875587396181569
2025-04-03 06:00:00+00:00,West,Solar,27.790483514448383
2025-04-03 06:00:00+00:00,North,Solar,27.61818413554031
2025-04-03 06:00:00+00:00,North,Wind,15.772074325356153
2025-04-03 06:00:00+00:00,West,Wind,6.579532861317513
2025-04-03 07:00:00+00:00,North,Solar,24.644200007979602
2025-04-03 07:00:00+00:00,West,Wind,11.489041255070786
2025-04-03 07:00:00+00:00,North,Wind,6.92130987761179
2025-04-03 07:00:00+00:00,West,Solar,26.421215047034774
2025-04-03 08:00:00+00:00,North,Wind,7.646836107144408
2025-04-03 08:00:00+00:00,North,Solar,25.197030665557453
2025-04-03 08:00:00+00:00,West,Solar,21.334501039436397
2025-04-03 08:00:00+00:00,West,Wind,12.664333338320002
2025-04-03 09:00:00+00:00,West,Wind,8.914927054653102
2025-04-03 09:00:00+00:00,North,Wind,8.764464206160744
2025-04-03 09:00:00+00:00,North,Solar,18.14751247290132
2025-04-03 09:00:00+00:00,West,Solar,20.837085513619147
2025-04-03 10:00:00+00:00,North,Wind,4.561330157242085
2025-04-03 10:00:00+00:00,West,Wind,9.388620588183938
2025-04-03 10:00:00+00:00,North,Solar,15.374791451996916
2025-04-03 10:00:00+00:00,West,Solar,15.787619783357458
2025-04-03 11:00:00+00:00,West,Wind,10.205158902163323
2025-04-03 11:00:00+00:00,West,Solar,6.272605128975778
2025-04-03 11:00:00+00:00,North,Wind,5.639068887671035
2025-04-03 11:00:00+00:00,North,Solar,8.964285703581387
2025-04-03 12:00:00+00:00,West,Solar,5.585690128099114
2025-04-03 12:00:00+00:00,North,Wind,8.825163978784147
2025-04-03 12:00:00+00:00,West,Wind,7.159007034540446
2025-04-03 12:00:00+00:00,North,Solar,4.882073088010917
2025-04-03 13:00:00+00:00,North,Wind,7.178099691179777
2025-04-03 13:00:00+00:00,West,Wind,9.129418046266146
2025-04-03 13:00:00+00:00,West,Solar,6.972707662470841
2025-04-03 13:00:00+00:00,North,Solar,6.962941810355806
2025-04-03 14:00:00+00:00,North,Wind,12.682050692271961
2025-04-03 14:00:00+00:00,West,Wind,8.68855970664299
2025-04-03 14:00:00+00:00,West,Solar,8.254139589531535
2025-04-03 14:00:00+00:00,North,Solar,6.685394436222856
2025-04-03 15:00:00+00:00,North,Solar,5.716746208859225
2025-04-03 15:00:00+00:00,West,Wind,8.541145972820342
2025-04-03 15:00:00+00:00,West,Solar,5.93645199398353
2025-04-03 15:00:00+00:00,North,Wind,11.296903477375263
2025-04-03 16:00:00+00:00,West,Solar,4.517747959204314
2025-04-03 16:00:00+00:00,West,Wind,9.93071968850811
2025-04-03 16:00:00+00:00,North,Wind,11.929743932296157
2025-04-03 16:00:00+00:00,North,Solar,4.167280713090484
2025-04-03 17:00:00+00:00,North,Wind,10.205381464695876
2025-04-03 17:00:00+00:00,West,Solar,7.559391504011445
2025-04-03 17:00:00+00:00,West,Wind,8.595452686005657
2025-04-03 17:00:00+00:00,North,Solar,3.899819690043291
2025-04-03 18:00:00+00:00,West,Wind,7.256631553048561
2025-04-03 18:00:00+00:00,West,Solar,5.073367303662549
2025-04-03 18:00:00+00:00,North,Wind,11.09369959517725
2025-04-03 18:00:00+00:00,North,Solar,6.367862887652421
2025-04-03 19:00:00+00:00,North,Solar,5.5771388446443435
2025-04-03 19:00:00+00:00,West,Solar,4.059940895985483
2025-04-03 19:00:00+00:00,North,Wind,12.801629466931905
2025-04-03 19:00:00+00:00,West,Wind,15.584664207741488
2025-04-03 20:00:00+00:00,North,Solar,6.763800114851373
2025-04-03 20:00:00+00:00,West,Solar,8.525065479946376
2025-04-03 20:00:00+00:00,North,Wind,14.273786377228435
2025-04-03 20:00:00+00:00,West,Wind,13.40328256444178
2025-04-03 21:00:00+00:00,West,Wind,13.095976679143249
2025-04-03 21:00:00+00:00,North,Solar,5.708269426963081
2025-04-03 21:00:00+00:00,North,Wind,13.244872045773972
2025-04-03 21:00:00+00:00,West,Solar,8.587278027813033
2025-04-03 22:00:00+00:00,West,Wind,13.330540774072263
2025-04-03 22:00:00+00:00,West,Solar,3.918579188145964
2025-04-03 22:00:00+00:00,North,Wind,17.24673675645471
2025-04-03 22:00:00+00:00,North,Solar,5.5345486798739145
2025-04-03 23:00:00+00:00,West,Wind,16.954776954547224
2025-04-03 23:00:00+00:00,West,Solar,8.555849244389174
2025-04-03 23:00:00+00:00,North,Wind,16.33446599394409
2025-04-03 23:00:00+00:00,North,Solar,4.5045974063846055
2025-04-04 00:00:00+00:00,North,Solar,7.966414948409107
2025-04-04 00:00:00+00:00,West,Solar,7.285888511869391
2025-04-04 00:00:00+00:00,West,Wind,13.240739830625968
2025-04-04 00:00:00+00:00,North,Wind,14.62439230357411
2025-04-04 01:00:00+00:00,West,Solar,6.527664505438081
2025-04-04 01:00:00+00:00,West,Wind,13.311969450110245
2025-04-04 01:00:00+00:00,North,Wind,19.291142198492796
2025-04-04 01:00:00+00:00,North,Solar,5.811028148344653
2025-04-04 02:00:00+00:00,North,Solar,17.20301806999375
2025-04-04 02:00:00+00:00,West,Wind,15.465985380968993
2025-04-04 02:00:00+00:00,North,Wind,12.644701892027902
2025-04-04 02:00:00+00:00,West,Solar,9.74380964995585
2025-04-04 03:00:00+00:00,West,Solar,16.092528342691445
2025-04-04 03:00:00+00:00,North,Solar,18.096766970885998
2025-04-04 03:00:00+00:00,West,Wind,14.036037265140973
2025-04-04 03:00:00+00:00,North,Wind,12.977839073454414
2025-04-04 04:00:00+00:00,North,Wind,13.539240127021909
2025-04-04 04:00:00+00:00,West,Solar,18.305606360984836
2025-04-04 04:00:00+00:00,West,Wind,12.324925512467095
2025-04-04 04:00:00+00:00,North,Solar,20.55629665301331
2025-04-04 05:00:00+00:00,West,Solar,24.12379627458359
2025-04-04 05:00:00+00:00,West,Wind,14.813152444334321
2025-04-04 05:00:00+00:00,North,Wind,13.652833836297022
2025-04-04 05:00:00+00:00,North,Solar,21.412545849727785
2025-04-04 06:00:00+00:00,West,Solar,22.517438393658484
2025-04-04 06:00:00+00:00,West,Wind,9.520383114378713
2025-04-04 06:00:00+00:00,North,Wind,12.211947852610946
2025-04-04 06:00:00+00:00,North,Solar,20.69551495206964
2025-04-04 07:00:00+00:00,West,Wind,11.496136841988639
2025-04-04 07:00:00+00:00,North,Wind,8.240377231004949
2025-04-04 07:00:00+00:00,West,Solar,23.07691954797205
2025-04-04 07:00:00+00:00,North,Solar,19.863536604683066
2025-04-04 08:00:00+00:00,North,Solar,17.716890223748507
2025-04-04 08:00:00+00:00,West,Wind,12.179944327525028
2025-04-04 08:00:00+00:00,West,Solar,19.551316994506845
2025-04-04 08:00:00+00:00,North,Wind,9.814050933847339
2025-04-04 09:00:00+00:00,West,Solar,13.233495439978121
2025-04-04 09:00:00+00:00,West,Wind,8.966160224581621
2025-04-04 09:00:00+00:00,North,Wind,9.973048852324927
2025-04-04 09:00:00+00:00,North,Solar,16.76263012102504
2025-04-04 10:00:00+00:00,North,Solar,12.576639273753004
2025-04-04 10:00:00+00:00,West,Solar,12.450117359535476
2025-04-04 10:00:00+00:00,West,Wind,11.006153967225565
2025-04-04 10:00:00+00:00,North,Wind,5.245232336633053
2025-04-04 11:00:00+00:00,West,Solar,9.012274154202476
2025-04-04 11:00:00+00:00,North,Wind,8.788752764979234
2025-04-04 11:00:00+00:00,West,Wind,6.888663506921497
2025-04-04 11:00:00+00:00,North,Solar,8.72883778267502
2025-04-04 12:00:00+00:00,North,Wind,6.2987982936156355
2025-04-04 12:00:00+00:00,North,Solar,6.247678391353652
2025-04-04 12:00:00+00:00,West,Wind,5.71286616259968
2025-04-04 12:00:00+00:00,West,Solar,3.868193603344645
2025-04-04 13:00:00+00:00,North,Wind,13.76489456666658
2025-04-04 13:00:00+00:00,North,Solar,5.422105109523373
2025-04-04 13:00:00+00:00,West,Wind,10.537472263178795
2025-04-04 13:00:00+00:00,West,Solar,4.237805846672685
2025-04-04 14:00:00+00:00,North,Wind,7.551093520614076
2025-04-04 14:00:00+00:00,North,Solar,8.983181063552212
2025-04-04 14:00:00+00:00,West,Wind,5.904901967851717
2025-04-04 14:00:00+00:00,West,Solar,4.336145834575437
2025-04-04 15:00:00+00:00,West,Solar,6.765281675629288
2025-04-04 15:00:00+00:00,North,Wind,10.424206052055514
2025-04-04 15:00:00+00:00,West,Wind,9.747959051633353
2025-04-04 15:00:00+00:00,North,Solar,5.356679997476759
2025-04-04 16:00:00+00:00,North,Solar,6.503546010472649
2025-04-04 16:00:00+00:00,West,Wind,8.52266492872929
2025-04-04 16:00:00+00:00,North,Wind,7.08501131630677
2025-04-04 16:00:00+00:00,West,Solar,5.9586539868175565
2025-04-04 17:00:00+00:00,West,Wind,8.457149068511333
2025-04-04 17:00:00+00:00,North,Wind,10.071862332430673
2025-04-04 17:00:00+00:00,West,Solar,4.196708159361485
2025-04-04 17:00:00+00:00,North,Solar,5.180397729597628
2025-04-04 18:00:00+00:00,West,Solar,6.480033668967084
2025-04-04 18:00:00+00:00,North,Wind,12.666290717076855
2025-04-04 18:00:00+00:00,North,Solar,5.089806389045947
2025-04-04 18:00:00+00:00,West,Wind,7.921754268389899
2025-04-04 19:00:00+00:00,West,Solar,3.846212897029808
2025-04-04 19:00:00+00:00,North,Solar,6.951908830174281
2025-04-04 19:00:00+00:00,North,Wind,12.63580743778165
2025-04-04 19:00:00+00:00,West,Wind,10.479776195504067
2025-04-04 20:00:00+00:00,West,Solar,3.475644010466957
2025-04-04 20:00:00+00:00,West,Wind,12.426552010165445
2025-04-04 20:00:00+00:00,North,Solar,4.662206650107671
2025-04-04 20:00:00+00:00,North,Wind,16.4006925893732
2025-04-04 21:00:00+00:00,West,Wind,17.081278985079035
2025-04-04 21:00:00+00:00,West,Solar,5.073892745505747
2025-04-04 21:00:00+00:00,North,Solar,6.775787490842051
2025-04-04 21:00:00+00:00,North,Wind,14.481633680876648
2025-04-04 22:00:00+00:00,West,Solar,6.557732704379814
2025-04-04 22:00:00+00:00,North,Solar,6.834827405490691
2025-04-04 22:00:00+00:00,North,Wind,10.164302967497598
2025-04-04 22:00:00+00:00,West,Wind,12.781295871661719
2025-04-04 23:00:00+00:00,West,Wind,16.097080416620404
2025-04-04 23:00:00+00:00,North,Solar,6.2122191567196
2025-04-04 23:00:00+00:00,North,Wind,12.025539176983008
2025-04-04 23:00:00+00:00,West,Solar,6.498822596540023
2025-04-05 00:00:00+00:00,North,Solar,6.980367595611565
2025-04-05 00:00:00+00:00,West,Wind,14.248173354770588
2025-04-05 00:00:00+00:00,North,Wind,12.77802328119149
2025-04-05 00:00:00+00:00,West,Solar,6.870435723186499
2025-04-05 01:00:00+00:00,West,Wind,17.217991987489043
2025-04-05 01:00:00+00:00,West,Solar,8.694610632151429
2025-04-05 01:00:00+00:00,North,Wind,17.076143539665516
2025-04-05 01:00:00+00:00,North,Solar,9.176301451528701
2025-04-05 02:00:00+00:00,West,Solar,10.71961928044507
2025-04-05 02:00:00+00:00,North,Wind,15.732965752158899
2025-04-05 02:00:00+00:00,West,Wind,11.263455028071428
2025-04-05 02:00:00+00:00,North,Solar,11.530900552811223
2025-04-05 03:00:00+00:00,West,Solar,16.00448873812474
2025-04-05 03:00:00+00:00,North,Wind,12.561914813215138
2025-04-05 03:00:00+00:00,West,Wind,7.8151055458853245
2025-04-05 03:00:00+00:00,North,Solar,12.511187437714096
2025-04-05 04:00:00+00:00,West,Solar,16.10171490902344
2025-04-05 04:00:00+00:00,North,Wind,14.140163546161451
2025-04-05 04:00:00+00:00,West,Wind,12.978459467558743
2025-04-05 04:00:00+00:00,North,Solar,15.7617709923733
2025-04-05 05:00:00+00:00,West,Wind,12.624550471775132
2025-04-05 05:00:00+00:00,North,Solar,18.39404339448474
2025-04-05 05:00:00+00:00,West,Solar,14.34764092788938
2025-04-05 05:00:00+00:00,North,Wind,12.31926953554706
2025-04-05 06:00:00+00:00,North,Solar,11.901181574753112
2025-04-05 06:00:00+00:00,West,Wind,13.513435874332872
2025-04-05 06:00:00+00:00,West,Solar,15.910946592096932
2025-04-05 06:00:00+00:00,North,Wind,9.607073416883061
2025-04-05 07:00:00+00:00,North,Wind,11.659148512444828
2025-04-05 07:00:00+00:00,West,Wind,15.394178827636992
2025-04-05 07:00:00+00:00,West,Solar,16.849539841870143
2025-04-05 07:00:00+00:00,North,Solar,13.975274904773661
2025-04-05 08:00:00+00:00,West,Solar,15.132119886537438
2025-04-05 08:00:00+00:00,North,Wind,9.593087281306401
2025-04-05 08:00:00+00:00,North,Solar,11.783617590548277
2025-04-05 08:00:00+00:00,West,Wind,8.195015705204526
2025-04-05 09:00:00+00:00,North,Wind,6.433223426961776
2025-04-05 09:00:00+00:00,West,Wind,9.187059070237412
2025-04-05 09:00:00+00:00,West,Solar,12.498705177674092
2025-04-05 09:00:00+00:00,North,Solar,10.55916375058662
2025-04-05 10:00:00+00:00,North,Wind,7.414513202099181
2025-04-05 10:00:00+00:00,West,Wind,6.237597390800528
2025-04-05 10:00:00+00:00,West,Solar,11.855471080796352
2025-04-05 10:00:00+00:00,North,Solar,10.79317922869646
2025-04-05 11:00:00+00:00,West,Wind,5.049418973628559
2025-04-05 11:00:00+00:00,North,Solar,9.030120187485764
2025-04-05 11:00:00+00:00,West,Solar,7.045649410760232
2025-04-05 11:00:00+00:00,North,Wind,7.760779150560525
2025-04-05 12:00:00+00:00,West,Solar,7.339422750715931
2025-04-05 12:00:00+00:00,North,Wind,6.653943228935898
2025-04-05 12:00:00+00:00,West,Wind,8.498249030711136
2025-04-05 12:00:00+00:00,North,Solar,7.026581998464426
2025-04-05 13:00:00+00:00,North,Wind,13.550450649865546
2025-04-05 13:00:00+00:00,West,Wind,3.6684863405819677
2025-04-05 13:00:00+00:00,North,Solar,5.339109428008166
2025-04-05 13:00:00+00:00,West,Solar,4.741685941865539
2025-04-05 14:00:00+00:00,North,Solar,7.343497128374997
2025-04-05 14:00:00+00:00,West,Solar,6.362126650458574
2025-04-05 14:00:00+00:00,West,Wind,10.001538380638374
2025-04-05 14:00:00+00:00,North,Wind,7.0679449117663875
2025-04-05 15:00:00+00:00,West,Solar,8.352934632375021
2025-04-05 15:00:00+00:00,North,Wind,11.885764691825873
2025-04-05 15:00:00+00:00,North,Solar,7.553506976171198
2025-04-05 15:00:00+00:00,West,Wind,9.907511268889863
2025-04-05 16:00:00+00:00,North,Wind,11.713900460238845
2025-04-05 16:00:00+00:00,West,Solar,5.4987586994883975
